Heading,Merged Text
Apple to introduce new Safari browser assistant for iPhones with iOS 18,"Listen to Story
iPhone fans are eagerly awaiting the new OS update, iOS 18. Why? Well, the new iOS iteration is said to be the biggest ever software upgrade Apple is bringing for its iPhones with daily leaks continuing to fuel speculation about the new features. The latest buzz suggests Apple might introduce a dedicated Safari browsing assistant for iPhones with iOS 18, further amping up the excitement.
According to tipster Nicolás lvarez's recent discovery in Apple's backend code, iOS 18 may feature a new Safari browsing assistant. lvarez, in his recent post on X, reveals that ""Coming in iOS 18: - 'Safari browsing assistant' - 'Encrypted visual search.' Both features seem to use the Private Relay infrastructure to send data to Apple (so that they don't know your IP?)."" The presence of the new assistant was also verified by Aaron Perris from MacRumors, but more details on how the feature will work are not yet available.
Interestingly, the hint at the integration of a browsing assistant in Safari is in line with ongoing speculations about new generative AI features slated for release on the iPhone with iOS 18. If it's true, the AI assistance will be similar to the feature. It's worth noting that AI capabilities are already present in several, such as Microsoft Edge, which includes a Copilot feature powered by GPT-4 and Arc Search.
In addition, lvarez spotted a function named ""Encrypted Visual Search"" in the code, but its specifics are still unclear.
Apart from the rumoured AI assistant improvements, iOS 18 is expected to bring several significant updates. We can anticipate AI integration across various iOS applications.
For example, Apple Music might curate personalised playlists based on your listening habits, while stock apps like Mail and Notes could gain AI-powered features for improved functionality. Siri, once sluggish, is set for a substantial upgrade with the integration of large language models (LLMs). This will transform it into a comprehensive ""ultimate virtual assistant"" with improved conversational capabilities and deeper Shortcuts integration.
iPhone users might finally be able to ditch the limitations of iMessage and enjoy features like enhanced video quality and read receipts when messaging Android users through rumoured RCS support. iOS 18 might also  grant you more control over the home screen just like an Android phone. Speculations suggest the ability to create blank spaces and customise icon arrangements for a truly personalised experience.
Apple might introduce ""Adaptive Voice Shortcuts"" and potentially allow adjustable font sizes across more apps with iOS 18. The AirPods Pro could even gain functionality similar to hearing aids. Apple Maps might become more competitive with features like custom route planning and potentially the addition of topographic maps for outdoor enthusiasts.
While Apple hasn't officially confirmed which iPhones will support iOS 18, rumours suggest a wide range of devices, including many models from 2018 and later, could be eligible. This could potentially include the iPhone XS and XR, although that remains uncertain.
It's important to note that all these features are speculative. We expect more information about these developments to emerge in the coming weeks leading up to WWDC 2024, which will be held from June 10 to 14.Published By:Divya BhatiPublished On:Apr 11, 2024Also Read |iQoo Z9 Turbo launching in China with Snapdragon 8s Gen 3 SoC, India launch expected soonAlso Read |Nothing Ear, Ear a to launch in India on April 18: Yellow colour variant, India price, and moreAlso Read |Google is bringing its AI photo editing features for both Android and iPhone users for free"
Apple stock sentiment improving says JPMorgan as AI could help re-rating,"Despite the broader market's rally, Apple's (NASDAQ:AAPL) stock has faced challenges this year, with its year-to-date performance reflecting a downward trend at -10.35% year-to-date.
This decline in Apple's stock value has occurred even as theS&P 500experienced a notable uptick. However, amidst this backdrop, there is a glimmer of optimism as JPMorgan recently indicated that the sentiment surrounding Apple's stock is showing signs of improvement.
Moreover, JPMorgan underscored the potential of AI, a game-changing technology, to re-rate Apple's stock, potentially leading to a significant turnaround.
JPMorgan analysts said in a note Thursday that sentiment towards Apple is improving with hedge fund investors despite deteriorating data points.
“Contrary to the deterioration of fundamentals relative to both hardware demand as well as outlook for services growth, the interest in AAPL shares have improved from the broader group of investors who have otherwise been averse to the premium valuation multiple despite one of the lowest growth outlooks relative to the other mega cap tech stocks,” wrote the investment bank.
The bank explained the drivers of the increase in enthusiasm for Apple are the fact that the valuation premium is moderating following the Apple stock decline, and the artificial intelligence-led iPhone upgrade cycle.
“The increasing appetite from investors has largely been driven by interest in participating in the cyclical upsides associated with the AI on-device led upgrade cycle, with investors taking the cue from the 5G led upgrade cycle,” added JPMorgan.
The bank highlighted various Apple headwinds, such as iPhone sales data points, including demand in China, the cancellation of the future opportunity around Automotive revenues, and the downside risks to Services on account of higher regulatory scrutiny in multiple geographies.
However, they state that at the same time, hedge funds are eyeing the headwinds to create more tactical entry points ahead of the AI upgrade cycle.
The firm sees some similarities with the 5G cycle. For example, hardware adoption potentially running ahead of the consumer understanding of the use cases and is driven more by expectations of robust use cases, “even though the asked questions today are about the AI use cases.” In addition, the replacement cycle being temporarily accelerated for two to three years on account of the upgrade cycle and the lack of backward compatibility. For example, 5G capability could not be activated on prior generation 4G phones, while JPMorgan expects the absence of AI feature availability on older phones.
Elsewhere, BofA said in a recent note that investors have significantly underestimated Apple’s gross margins.
In its analysis, the bank said the Street was modeling FY23 gross margins for Apple at39% but in reality, Apple printed 44% gross margins, “significantly exceeding (500bps)original expectations.”
“In our opinion, the Street continues to underestimate the long-term gross margin potential for Apple across both products and Services yet again, where we see about 180bps of Product gross margin upside and about 150bps of Services margins upside over the next few years,” they wrote."
Apple warns several Indians about ‘mercenary spyware’,"India Votes 2024

Hindus need approval before converting to Buddhism, Sikhism, Jainism, says Gujarat government
Why East India remains a challenge for the BJP
By Paulo Coelho: A new book of parables on faith, self-reflection, and transformation
House in disorder: Chaos at Indian Olympic Association casts shadow over Paris 2024 preparations
A brief history of Patanjali’s dangerous claims
Unexceptional kindness against the odds: A story for Eid
Why do many Ayurvedic doctors consider bhang a ‘medicine’? A new book tries to find answers
Does Dhruv Rathee’s popularity worry the BJP?
‘Maidaan’ review: A halfway-there portrait of brilliant football coach Syed Abdul Rahim
ED seeks arrest warrant for AAP MLA Amanatullah Khan in Delhi Waqf Board corruption case
Technology companyAppleon Thursday warned some users in India and 91 other countries that their iPhones may have been targeted by “mercenary spyware”, including the controversial Pegasus software,The Indian Expressreported.
The company sent the emails to users in India around 12.30 am Indian Standard Time. It is unclear how many people received the warning.
The technology company has sent out similar notifications warning users of an attack several times since 2021. In October, Apple had warned several Indian Opposition leaders and at least four journalists that it believed that their iPhones may have beentargetedby “state-sponsored attackers”.
However, in a subsequentclarification, the company said that it did not attribute the threat notifications to any specific state-sponsored attacker.
The threat notification in the early hours of Thursday did not attribute the suspected attacks to any stakeholder.
According toThe Indian Express, the subject line on the email said: “ALERT: Apple detected a targeted mercenary spyware attack against your iPhone.”
The notification further said: “Apple detected that you are being targeted by a mercenary spyware attack that is trying to remotely compromise the iPhone associated with your Apple ID -xxx-…This attack is likely targeting you specifically because of who you are or what you do.”
The company also said that tools such as Pegasus were being used to target individuals globally.
The Pegasus spyware is licensed to governments around the world by the Israeli cyber intelligence companyNSO Group. The company insists that it sells its software only to “vetted governments” with good human rights records and that it is intended to target criminals.
However, in July 2021, a consortium of international media organisations had reported that Pegasus was being used by governments around the world to snoop on critics.
Apple’s email notification on Thursday said thatmercenary spyware attackssuch as those using Pegasus were “exceptionally rare and vastly more sophisticated than regular cybercriminal activity or consumer malware”, theEconomic Timesreported.
“These attacks cost millions of dollars and are individually deployed against a very small number of people, but the targeting is ongoing and global,” it said.
The technology company warned its users not to open links or attachments from unexpected or unknown senders.
In October,Opposition leaders, including the Congress’ Shashi Tharoor, TS Singhdeo, Revanth Reddy, Pawan Khera and Supriya Shrinate, Aam Aadmi Party’s Raghav Chadha and Samajwadi Party’s Akhilesh Yadav had received messages from the firm saying that “state-sponsored attackers” were trying to compromise their devices.
Besides the Opposition leaders, at least five journalists had also received the message.
In its alert, Apple had warned that “if your device is compromised by a state-sponsored attacker, they may be able to remotely access your sensitive data, communications, or even the camera and microphone”. The notification added: “While it’s possible this is a false alarm, please take this warning seriously.”
However, the company later clarified that it did not attribute the threat notifications to any specific state-sponsored attacker.AnApple spokesperson had said that the company was not specifically saying that the Indian government was responsible for these attacks, but added that it did not rule out the possibility."
Will Virtual Card Numbers Spark a Rush to Spend Apple Cash?,"For Apple — and as been seen already with Block (formerly Square) — the drive is to get consumers to spend the cash, rather than just bank it.
Apple, of course, has been forging an ecosystem that includes financial services, where Apple Cash serves as a linchpin. The cash card is built into Apple devices, is housed in the online wallet and acts as both a peer-to-peer (P2P) money service and as a way to shop online and in brick-and-mortar locations.
The card was originally designed to work wherever Apple Pay was accepted, and holders of the Apple Card have been able to save their “daily cash” in a savings account (indications last yearwere that users had deposited$10 billion), and to use Apple Cash to move money between those accounts.
Now the ecosystem is broadening a bit.As reported this week, Apple Cash cards now have virtual card numbers, enabling users to securely spend their Apple Cash at merchants that don’t accept Apple Pay.
In looking at the company’s latest annual filings, there are no details about the uptake of the cards or the use of Apple Cash. Much of the information has been qualitative — as management has highlighted double digitgrowth in transacting accounts.Apple Cash, originally Apple Pay Cash, debuted in 2017.
Through the past several years, and as discussed in arecent column by Karen Webster(illuminating her own use of Apple Pay), the digital wallets and digital cards have evolved to a current state wherein “consumers seem to want to manage the everyday transactional parts of their lives — how they pay, who they pay, how much they spend, and how much they have left to spend. It’s one of the reasons so many consumers gravitate to the everyday app concept.”
The one-stop shop experience, from Apple’s vantage point, has been furthered byan announcement last month: The tech behemoth unveiled an application programming interface (API) enabling users to see their balances on their Apple finance products across Apple Card, Apple Cash and Savings with Apple.
Given the fact that, as PYMNTS Intelligence has shown, 54% of Apple Pay Users earn more than $100,000 a year and the company has hadroughly 50% share of mobile wallets, the ability to use Apple Cash to spend at merchants who don’t accept Apple pay offers further monetization potential throughout the ecosystem.
Using Apple Pay to access Apple Cash and using virtual cards, altogether, to create a financial platform of sorts spanning a continuum of activity has some analog, chiefly in the form of Block’s ecosystem. That ecosystem is also linked across apps, cards, P2P payments and savings.
Block noted inits own fourth quarter resultsthat as of December there were 2 million actives (3% of the total active consumer installed base) depositing their paychecks into Cash App each month. There were 23 million Cash App Card monthly actives.
“In the same way that peer-to-peer payments was a gateway to the Cash App Card, we see the Cash App Card as a gateway to our customers adopting Cash App as a primary banking solution,” CEO Jack Dorsey said in the latest investor letter.
Cash App Card actives who deposit at least $2,000 of paychecks per month spend nearly 6 times more than Cash App Card actives who do not deposit a paycheck with Cash App, the results said.
In terms of demographics, Cash App’s “base is largely made up of customers with a household income of less than $100,000 per year, and “longer term we see an opportunity to serve customers with a household income of up to $150,000 per year,” Dorsey noted. Cash App Pay logged $2.5 billion in annualized GPV last year.
Apple’s moved a long way from the Apple I computer that helped launch a digital revolution in home nearly 50 years ago. Now it wants to see if it can launch a digital evolution in the palm of one’s hand, at merchants who accept Apple Pay — and those who don’t.

We’re always on the lookout for opportunities to partner with innovators and disruptors."
"Apple doubles iPhone production in India, diversifying beyond China","Feedback
Apple doubled its iPhone assembly in India to $14 billion last fiscal year, indicating a move to diversify beyond China, according to a report by Bloomberg. Reports suggest that around 14 per cent of Apple's flagship devices are now made in India. This increase is seen as an attempt by the tech giant to reduce its reliance on China amidst growing geopolitical tensions.
Despite this, China remains Apple's largest iPhone production hub and biggest overseas market. However, Apple's revenues in China are reportedly declining due to rising competition from rivals like Huawei Technologies Co. and an increasing ban on foreign technology use in workplaces.
This surge in Indian manufacturing is a victory for the administration of Prime Minister Narendra Modi, who has offered financial incentives to foreign companies, including Apple, to attract high-end manufacturing. According to the government, this has resulted in the creation of 150,000 direct jobs at Apple's suppliers. Foxconn Technology Group and Pegatron Corp. assembled nearly 67 per cent and 17 per cent of the India-made iPhones respectively in the fiscal year ending March 2024.
The rest were made in Wistron Corp.'s plant in Karnataka, which was taken over by Tata Group last year. Tata plans to establish one of the largest iPhone assembly plants in the country. The $14 billion figure refers to the estimated value of the devices as they leave the factory, not their retail price. Apple representatives declined to comment.
Copyright©2024 Living Media India Limited. For reprint rights: Syndications Today
Add Business Today to Home Screen
Home
Market
BT TV
Reels
Menu
Menu"
Apple issues threat alerts to iPhone users amidst rising spyware attacks,"In a recent development, Apple has issued cautionary alerts to its users in response to a surge in spyware attacks targeting iPhone users. The tech giant, on April 10, acknowledged the persistent threat of spyware attacks and commenced sending out threat notifications to its customer base.
Apple has shed light on the peril posed by mercenary spyware, notably exemplified by tools like Pegasus from the NSO Group. This spyware, often deployed by hired entities, has been identified as a significant security risk for Apple users. Notably, these attacks have manifested in various forms, including the disruption of wired connections to peripherals even when the device is locked. Additionally, the spyware configuration encompasses the creation of profiles and the evasion of detection through Mobile Device Management (MDM) when Lockdown Mode is activated.
In response to the escalating threat landscape, Apple has reaffirmed its commitment to enhancing security measures for its users. The company has reiterated its efforts to fortify lockdown mode and implement additional safeguards progressively.
The recent spate of spyware attacks targeting Apple users has raised concerns about the involvement of state-sponsored entities. These well-funded attackers leverage sophisticated techniques to remotely compromise iPhones, making detection and mitigation challenging. The incidence of such attacks has been reported across multiple countries, highlighting the global nature of the threat.
Apple has underscored the importance of vigilance among its user base and provided guidance on identifying potential threats.
In India, on October 31, 2023, many political leaders received an alert from Apple. Apple said that they have been sending such threat notifications since 2021.
LATEST NEWS
By accepting cookies, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts."
US government's Apple antitrust suit gets new judge after recusal,"News
Live TV
Market
Popular Categories
Trending Now
Let's Connect with CNBCTV 18
Network 18 Group :
©TV18 Broadcast Limited. All rights reserved."
Apple assembles 14% of iPhones in India during FY24,"NEW DELHI: In a significant development for the domestic mobile manufacturing sector, US tech giant Apple reportedly assembled $14 billion worth iPhones in India during financial year 2023-2024.
This constitutes 14% of Apple’s global iPhone production, meaning one in seven of its devices are now manufactured in the country.
The move reflects Apple’s strategy to diversify its production base away from China due to geopolitical tensions between the US and the world’s second largest economy.
Last year, commerce minister Piyush Goyal mentioned that Apple would start 25% of the total iPhone production in India by 2025. The company began manufacturing iPhones in India in 2017 and has since scaled up production. Currently, Apple is assembling iPhones ranging from the legacy 12 to its latest iPhone 15 in the country, but not the higher-spec Pro and Pro Max models.
In India, the iPhone is manufactured by three contract manufacturers: Foxconn, Pegatron Corp., and Tata Group (formerly Wistron Corp.). According to the report, Foxconn is the biggest manufacturer as it assembles nearly 67%, while Pegatron Corp. makes about 17% of the India-made iPhones.
The surge in production also means that Apple will increase exports from India. According to the Indian Cellular and Electronics Association, India’s mobile phone exports are expected to cross `1.2 lakh crore at the end of this financial year, led by Apple and Samsung. Now, mobile phones have become India’s fifth-largest export as an individual commodity.
Last year, India’s conglomerate Tata Group acquired Taiwan’s Wistron plant in Karnataka. The company is also in talks to take control of another iPhone manufacturing facility owned by Pegatron in the country.
Tata plans to hold at least a 65% stake in a joint venture that will operate the Pegatron plant near Chennai. Tata, one of the largest conglomerates in India, will operate the joint venture through its Tata Electronics unit.
Follow The New Indian Express channel on WhatsApp
Download the TNIE app to stay with us and follow the latest

Copyright - newindianexpress.com 2024. All rights reserved.
"
"Apple Warns iPhone Users in 92 Countries, Including India, of ‘Mercenary Spyware Attacks’","New Delhi: Apple on Thursday issue another alertin 92 countrieswarning its iPhone users of “mercenary spyware attacks”. Though it did not disclose the attackers’ identities, the malware could be the type associated withIsraeli NSO Group’scontroversial Pegasus,which was earlier found to have infected several users in India.
“Apple detected that you are being targeted by a mercenary spyware attack that is trying to remotely compromise the iPhone associated with your Apple ID -xxx-,” it wrote in the warning to affected customers, according toTechCrunch.
The Apple text added: “This attack is likely targeting you specifically because of who you are or what you do. Although it’s never possible to achieve absolute certainty when detecting such attacks, Apple has high confidence in this warning — please take it seriously,” saidTechCrunch,which reviewed the copy.
According to Apple’s support page, such notifications several times in a year to its iPhone users across the globe.
However, the warning by Apple has raised an alarm in India, more so as it comes once againafter a gap of six months andat a time when the country is in the midst of general elections.
In October 2023,Apple had senta warning on “State-sponsored attackers trying to remotely compromise” iPhones belonging to a number of journalists and Opposition politicians in India, with many of them tweeting the screenshots of the alerts.
Among those who got the alert wereMahua Moitra of Trinamool Congress, Priyanka Chaturvedi of Shiv Sena (UBT), Shashi Tharoor of Congress, Sitaram Yechury of CPI(M), Akhilesh Yadav of Samajwadi Party and senior journalists Siddharth Varadarajan and Sriram Karri among others.
""Apple believes you are being targeted by state-sponsored attackers who are trying to remotely compromise the iPhone associated with your Apple ID. These attackers are likely targeting you individually because of who you are or what you do. If your device is compromised by a state-sponsored attacker, they may be able to remotely access your sensitive data, communications, or even the camera and microphone. While it's possible this is a false alarm, please take this warning seriously,"" the October 2023 alert had stated.
In December 2023,Amnesty International had reported that it had found Pegasus spyware on the phones of some Indian journalists.
“Our latest findings show that increasingly, journalists in India face the threat of unlawful surveillance simply for doing their jobs, alongside other tools of repression including imprisonment under draconian laws, smear campaigns, harassment, and intimidation,” said Donncha Ó Cearbhaill, Head of Amnesty International’s Security Lab, in the blog post in December.
The Narendra Modi government is yet to come out with a full disclosure, as it has neither denied nor confirmed using the Pegasus tool (which is a government-to- government purchase) in the Supreme Court.
Get the latest reports & analysis with people's perspective on Protests, movements & deep analytical videos, discussions of the current affairs in your Telegram app. Subscribe to NewsClick's Telegram channel & get Real-Time updates on stories, as they get published on our website.
Subscribe Newsclick On Telegram"
,"
Mercenary spyware attacks are exceptionally well-funded and they evolve over time.
IANS | New Delhi |April 11, 2024 2:36 pm
Apple (representation image)
Tech giant Apple on Thursday sent threat notifications to select users in 92 countries, including some in India, who may have been targeted using ‘mercenary spyware’ like Pegasus from the NSO Group.
Mercenary spyware attacks are exceptionally well-funded and they evolve over time.
According to an Apple support document, it relies solely on internal threat-Intelligence information and investigations to detect such attacks.

Advertisement
The company, however, did not officially comment on threat notifications being sent to targeted users.
Since 2021, the company has sent threat notifications multiple times a year as it detected these attacks, and to date, “we have notified users in over 150 countries in total,” according to the company’s support document.
The extreme cost, sophistication, and worldwide nature of mercenary spyware attacks makes them some of the most advanced digital threats in existence today.
Recently, the Indian government warned Apple users in India about multiple vulnerabilities in their devices.
CERT-In, under the Ministry of Electronics and Information Technology, said that multiple vulnerabilities have been reported in Apple Products which “could allow an attacker to execute arbitrary code, bypass security restrictions, disclose sensitive information, gain elevated privileges or cause denial of service conditions on the target system.”
The national cyber-security agency had asked Apple users to upgrade their iOS software with the latest company updates.

Advertisement
The US Department of State reiterated on Wednesday its commitment to conduct a full investigation into the alleged foiled assassination plot against India designated terrorist Gurpatwant Singh Pannun and said that they have made it clear to the Indian government to do the same.
Apple CEO, Tim Cook on Monday extended Holi wishes. Cook, who shared the greetings on X, added a picture showcasing the festival's vibrant colour and joy, shot on the iPhone.
The US Justice Department and 16 states on Thursday accused tech giant Apple of using exclusionary business practices to sustain the monopoly of its flagship product, the iPhone.
Advertisement

PEOPLE'S PARLIAMENT, ALWAYS IN SESSION
AddressThe Statesman Net Private LimitedStatesman House, First Floor 148 Barakhamba RoadNew Delhi – 110001(+91) (011) 41605781, 41605958
© 2023, thestatesman.com | All rights reserved"
Apple finally supports used parts for iPhone repairs,"Affiliate links on Android Authority may earn us a commission.Learn more.
Published on5 hours ago

Applehas long taken an aggressive approach to iPhone repairs, as it uses parts pairing practices to discourage repairs by independent stores. That’s changing today, as the company has just announced support for used parts in repairs.
Applesaidit would allow customers and independent stores to utilize used parts in iPhone repairs, starting with “select” iPhone models this fall (ostensibly theiPhone 16 series).
The company said it would launch an overhauled parts calibration process in the fall. This process applies to new and used iPhone parts and takes place on the device after the part is installed. Apple added that future iPhones will enable support for used biometric sensors (e.g. Touch ID, Face ID). Furthermore, customers and independent repair outlets will no longer have to provide a phone’s serial number when ordering parts for repairs unrelated to the logic board.
The Cupertino colossus also explained how it would prevent stolen iPhones from being used for repairs:
Apple added that it would also update its Parts and Service History page in iOS to show whether a part is new or second-hand.
Apple’s support for second-hand parts comes after a long-running fight against the right-to-repair movement, with several US states and the European Union issuing right-to-repair legislation. One of the most infamous anti-repair practices was Apple’s aforementioned parts pairing process, which allowed the company to track and control how the part was used. The company went so far as to show fear-mongering messages on iPhones about the display or battery not being genuine if the parts weren’t blessed by Apple. iPhone owners were even forced to get their biometric sensors fixed by Apple itself as second-hand sensors didn’t work. The company did, however, launch aself-repair programin 2022.
"
Apple Confirms Innovative iPhone 16 Pro Upgrade,"It may be the latest buzzword on Android, but Apple’s iPhone is not seen as an AI-infused smartphone. That’s set to change, and we now know one way in which Tim Cook and his team plan to catch up.
Experiencing the iPhone 15 during a launch event (Photo by Alexi Rosenfeld/Getty Images)
The details come in a newly released research paper by researchers from Cornell University working with Apple. Titled ""Ferret-UI: Grounded Mobile UI Understanding with Multimodal LLMs,” it details a multimodal large language model that can be used to understand what is displayed on a screen, specifically the elements in a mobile user interface, such as the display of an iPhone.
Thanks to a large supply of training data, it is possible to pick out icons, find text, parse widgets, describe in text what is on screen, parse the interface elements, and interact with the display while being guided by open-ended instructions and prompts.
Ferret was released in October 2023 and designed to parse photos and images to recognise what was on show. This upgrade to the snappily titled Ferret-UI will offer several benefits to those using it with their iPhone and could easily fit into an improved AI-powered Siri.
Being able to describe the screen, no matter the app, opens up a richer avenue for accessibility apps, removing the need to pre-program responses and actions. Those looking to perform complex tasks or find obscure options on their phone could ask Siri to open up a complex app and use an obscure function hidden away in the depths of the menu system.
Developers could use Ferret-UI as a testing tool, asking the MLMM to act as if it was a 14-year-old with little experience with social networks to perform tasks or simulate a 75-year-old user trying to connect to Facetime with their grandchildren.
Google publicly started the rush for AI-first smartphones on October 4th, a little more than three weeks after the launch of the iPhone 15. Tim Cook and his team did not make any noticeable announcements or draw attention to the AI improvements tucked away in its photo processing or text auto-correction, giving Android a head-start on AI and allowing Google’s mobile platform to set expectations.
Apple’s Worldwide Developer Conference takes place in June, and it will be the first moment Apple can engage with the public to discuss its AI plans as it lays the foundations for the launch of the iPhone 16 and iPhone 16 Pro in September.
Until then, we have the academic side of Apple’s AI approach to be going on with.
Now read why the iPhone’s approach to AI is disrupting the specs for the iPhone 16 and iPhone 16 Plus...
"
"Apple warns users in 91 countries, including India, of Pegasus-like ‘mercenary spyware’ attacks","iPhone maker Apple has issued a series of fresh notifications to users in 91 other countries, including India, cautioning them of ‘mercenary spyware’ including Pegasus malware that has stirred up significant controversy in recent times.
These new alerts, also received by users in India, are part of cautionary measures warning owners about potential risks to their privacy and data security.
In October 2023, Apple had sent a similar notification to political leaders across various parties in the country, including Congress’s Shashi Tharoor, Aam Aadmi Party’s Raghav Chadha, and Trinamool Congress’ Mahua Moitra. The alert warned of a “potential state-sponsored spyware attack” targeting their iPhones.
In 2021, the Supreme Court had formed a committee of technical experts to look into allegations of unauthorised surveillance using the Pegasus software developed by Israeli firm NSO Group.
In August 2022, the Supreme Court-appointed committee concluded that the spyware was not found in the 29 mobile phones examined by it, but malware was found in five mobile phones.
Apple noted that according to public reporting and research by civil society organisations, technology firms and journalists, individually targeted attacks of such exceptional cost and complexity have historically been associated with state actors, including private companies developing mercenary spyware on their behalf, such as Pegasus from the NSO Group.
It said, though deployed against a very small number of individuals – often journalists, activists, politicians and diplomats – mercenary spyware attacks are ongoing and global.
Since 2021, Apple said that it has sent out threat notifications multiple times a year as it has detected these attacks, and to date the company has notified users in over 150 countries in total.
“The extreme cost, sophistication and worldwide nature of mercenary spyware attacks makes them some of the most advanced digital threats in existence today. As a result, Apple does not attribute the attacks or resulting threat notifications to any specific attackers or geographical regions,” it said.
The phone maker in its notification provides additional steps that users can take to help protect their devices, including enabling Lockdown Mode.
Apple advised its users to update their devices with the latest security patches and exercise caution while interacting with suspicious links or messages. (ANI)
Your email address will not be published.Required fields are marked*
Comment*
Name*
Email*
Website
Save my name, email, and website in this browser for the next time I comment.

Flat No 7,Press Enclave, Srinagar, 1900010194 24778879971795706[email protected][email protected]
Sign in to your account
Username or Email Address
Password
Remember Me
"
Mercenary spyware: Apple says iPhone users in India and 91 other countries were likely victims of a spyware,"Listen to Story
Apple recently sent out warnings to iPhone users in India and 91 other countries. The company informed users saying that their iPhones might be under attack by a type of spyware called ""mercenary spyware,"" including one called Pegasus made by a company called NSO Group in Israel.  Last October, they sent similar warnings to politicians from different parties in India, suggesting a possible state-sponsored spyware attack on their iPhones. However, Apple later said they couldn't pinpoint any specific attacker.
According to an Indian Express report.These warnings came without blaming anyone for the attacks. The warning emails were sent out around 12:30 am IST on a Thursday. It's not clear how many people got them. The emails mentioned Pegasus spyware and said that similar tools are being used globally to target people.
The subject line of the email read ""ALERT: Apple detected a targeted mercenary spyware attack against your iPhone."" Apple explained in the email that these attacks are rare and very sophisticated, costing lots of money and targeting only a few people. They advised users to be careful with links and attachments from unknown senders.
“Apple detected that you are being targeted by a mercenary spyware attack that is trying to remotely compromise the iPhone associated with your Apple ID -xxx-. This attack is likely targeting you specifically because of who you are or what you do. Although it’s never possible to achieve absolute certainty when detecting such attacks, Apple has high confidence in this warning — please take it seriously,” the email read.
“Mercenary spyware attacks, such as those using Pegasus from the NSO Group, are exceptionally rare and vastly more sophisticated than regular cybercriminal activity or consumer malware. These attacks cost millions of dollars and are individually deployed against a very small number of people, but the targeting is ongoing and global,” Apple said in its threat notification.
Apple couldn't give more details about why they sent the warnings because it might help the attackers avoid detection. They updated their support page to help users who might be targeted.
Apple started sending these warnings in 2021, and people from 150 countries have received them. Last year, at least 20 Indians with iPhones got these warnings too.
Previous investigations into similar issues haven't had much success. In 2021, the Supreme Court in India formed a committee to look into allegations of illegal surveillance using Pegasus. However, they didn't find clear evidence, partly because the government didn't cooperate.Overall, Apple wants its users to be aware of the risks of such attacks and stay safe online.Published By:Ankita ChakravartiPublished On:Apr 11, 2024Must Watch"
Apple to expand repair options with support for used genuine parts,"Text of this article
April 11, 2024
UPDATE
Apple to expand repair options with support for used genuine parts
New parts calibration process will begin this fall; Activation Lock to limit use of parts from lost or stolen devices
Today Apple announced an upcoming enhancement to existing repair processes that will enable customers and independent repair providers to utilize used Apple parts in repairs. Beginning with select iPhone models this fall, the new process is designed to maintain an iPhone user’s privacy, security, and safety, while offering consumers more options, increasing product longevity, and minimizing the environmental impact of a repair. Used genuine Apple parts will now benefit from the full functionality and security afforded by the original factory calibration, just like new genuine Apple parts.
“At Apple, we’re always looking for new ways to deliver the best possible experience for our customers while reducing the impact we have on the planet, and a key part of that means designing products that last,” said John Ternus, Apple’s senior vice president of Hardware Engineering. “For the last two years, teams across Apple have been innovating on product design and manufacturing to support repairs with used Apple parts that won’t compromise users’ safety, security, or privacy. With this latest expansion to our repair program, we’re excited to be adding even more choice and convenience for our customers, while helping to extend the life of our products and their parts.”
The process of confirming whether or not a repair part is genuine and gathering information about the part — often referred to as “pairing” — is critical to preserving the privacy, security, and safety of iPhone. Apple teams have been hard at work over the last two years to enable the reuse of parts such as biometric sensors used for Face ID or Touch ID, and beginning this fall, calibration for genuine Apple parts, new or used, will happen on device after the part is installed. In addition, future iPhone releases will have support for used biometric sensors. And in order to simplify the repair process, customers and service providers will no longer need to provide a device’s serial number when ordering parts from the Self Service Repair Store for repairs not involving replacement of the logic board.
Apple will also extend its popular Activation Lock feature to iPhone parts in order to deter stolen iPhones from being disassembled for parts. Requested by customers and law enforcement officials, the feature was designed to limit iPhone theft by blocking a lost or stolen iPhone from being reactivated. If a device under repair detects that a supported part was obtained from another device with Activation Lock or Lost Mode enabled, calibration capabilities for that part will be restricted.
As device longevity increases, Apple believes it’s important that a device’s second or third owners have access to its full part and repair histories. With Parts and Service history, located within Settings on iOS, Apple is the only smartphone company that transparently shows owners whether their device has been repaired and provides information about the parts used. This fall, Apple will expand Parts and Service History to additionally show whether a part is a new or used genuine Apple part.
This upcoming enhancement to Apple’s repair processes is another step forward in the company’s commitment to improving access to safe and affordable repairs. In the last five years, Apple has nearly doubled the number of service locations with access to genuine Apple parts, tools, and training to more than 10,000 Independent Repair Providers and Apple Authorized Service Providers. For those who have the relevant experience repairing electronic devices, Self Service Repair gives access to the manuals, genuine Apple parts, and tools used at Apple Store and Apple Authorized Service Provider locations. Launched in 2022, Self Service Repair now supports 40 Apple products in 33 countries and regions, and 24 languages.
Press Contacts
Anteneh Daniel
Apple
anteneh@apple.com
Apple Media Helpline
media.help@apple.com
Anteneh Daniel

Apple
anteneh@apple.com

Apple Media Helpline


media.help@apple.com

The latest news and updates,direct from Apple.
Read more"
